"user","age","gender","location","distribution_excellent","distribution_very_good","distribution_avergae","distribution_poor","distribution_terrible"
"panedu50","25-34","woman","Orlando, FL","27.0","68.0","11.0","3.0","0.0"
"stukchocolat","25-34","man","Willebroek, Belgium","1.0","3.0","2.0","0.0","0.0"
"Dharma007","","","Europe","","","","",""
"missbrightside83","25-34","woman","Helsinki, Finland","1.0","1.0","3.0","0.0","0.0"
"lucidlama","35-49","man","Toronto","1.0","6.0","1.0","1.0","1.0"
"bigsmile30","","","","","","","",""
"sahara_stroller","","","","","","","",""
"stavroulak196","","","","","","","",""
"gaynorr359","","","","","","","",""
"Traveler66_10","","","San Francisco","5.0","0.0","0.0","0.0","0.0"
"Peledc1","35-49","man","Tel Aviv, Israel","19.0","6.0","2.0","1.0","0.0"
"pan b","","","Athens, Greece","22.0","11.0","3.0","0.0","0.0"
"zsabri","","","","","","","",""
"marioscyprus","","","","54.0","51.0","29.0","17.0","12.0"
"Lefkas361","","","Greece","7.0","3.0","0.0","0.0","1.0"
"Yael B","","","","10.0","2.0","0.0","1.0","0.0"
"Exploration112769","","","","4.0","0.0","0.0","0.0","0.0"
"tillmi","","","","3.0","0.0","0.0","0.0","0.0"
"SandrafromAshmore","","","Ashmore, Australia","18.0","5.0","1.0","0.0","0.0"
"setfreeoncc","","","","","","","",""
"Revital P","","woman","Sao Paulo, SP","12.0","17.0","5.0","2.0","0.0"
"schles2016","","man","Israel","29.0","0.0","2.0","1.0","1.0"
"Lenochka77","25-34","woman","Suisse Romande","8.0","1.0","0.0","2.0","2.0"
"Anonymech","","","","46.0","38.0","14.0","10.0","29.0"
"ChryssaTs79","","","","21.0","5.0","0.0","0.0","0.0"
"leonidasb2018","35-49","man","Athens, Greece","26.0","14.0","6.0","2.0","0.0"
"chriskirlias","","","Thessaloniki, Greece","7.0","1.0","0.0","0.0","0.0"
"fitimt","","","Tetovo, Republic of North Macedonia","2.0","1.0","0.0","0.0","0.0"
"G B","","","","8.0","0.0","2.0","6.0","1.0"
"Travel_sun_sea_lover","","woman","Athens, Greece","56.0","17.0","9.0","1.0","3.0"
"peterdh","","man","North Yorkshire, United Kingdom","16.0","31.0","32.0","18.0","1.0"
"Karon W","","","Lyme Regis, United Kingdom","5.0","2.0","2.0","0.0","1.0"
"Beenie28","","woman","Istanbul, Turkey","19.0","2.0","0.0","0.0","0.0"
"dickhartley","","","South Queensferry, United Kingdom","7.0","3.0","0.0","1.0","0.0"
"Hursto","50-64","woman","Brighton, Australia","61.0","20.0","2.0","2.0","0.0"
"danielarnias","","","Israel","2.0","1.0","0.0","0.0","0.0"
"idrygiannaki","","","Lubbock, Texas","","","","",""
"dilianad97","","","","","","","",""
"Eralp312","25-34","man","Izmir, Turkey","34.0","64.0","9.0","0.0","0.0"
"ShuAya","","man","Aachen, Germany","3.0","34.0","10.0","0.0","0.0"
"william_greeves","","","Ludlow, United Kingdom","10.0","2.0","0.0","0.0","0.0"
"FloFra","35-49","man","Gera, Germany","3.0","4.0","0.0","2.0","0.0"
"iamdek","35-49","man","Reigate, United Kingdom","7.0","4","2.0","0.0","1.0"
"frugalm0m","","","","","","","",""
"Cosmin B","","","","","","","",""
"gil123","","","Philadelphia","67.0","115","37.0","8.0","3.0"
"daniel m","","","","","","","",""
"dafnit123","","","","","","","",""
"mothyoftimness","","","","","","","",""
"bendabest","","","","","","","",""
"demelaza","","","","","","","",""
"gat466","","","","","","","",""
"Zzz00000","","man","Bucharest, Romania","16.0","24","12.0","7.0","1.0"
"cristinaaa7","","man","Bucharest, Romania","15.0","8","3.0","0.0","1.0"
"661anastasiiav","","","","","","","",""
"KostasK320","","","Athens, Greece","6.0","72","27.0","3.0","0.0"
"Ioannis_t_e_t","35-49","man","Athens, Greece","28.0","7","4.0","2.0","0.0"
"עפר ב","","","","","","","",""
"Engineer9199","50-64","man","Kanallaki, Greece","29.0","9","5.0","3.0","12.0"
"isparos9","","","","","","","",""
"Giddik","","","","","","","",""
"RafaelR208","18-24","man","Nicosia, Cyprus","5.0","4","1.0","0.0","0.0"
"Avi R","","","","","","","",""
"TheofilosBethanis","","","","","","","",""
"stephaneropers","","","","","","","",""
"Kevin B","","man","Norman, Oklahoma","44.0","37","18.0","8.0","0.0"
"Ofer D","50-64","man","Tel Aviv, Israel","50.0","43","12.0","3.0","2.0"
"viviRomania","","","","","","","",""
"ycsussex","","","","","","","",""
"jwest","","","Marlborough, Massachusetts","18.0","30","15.0","16.0","1.0"
"Jean V","","","","","","","",""
"NesherSpark16","","","","","","","",""
"StephSoteriou","","","","","","","",""
"JamesR_GT","","","Alameda, California","8.0","2","0.0","0.0","0.0"
"Rubber_Duckie89","25-34","woman","Godalming, United Kingdom","142.0","154","29.0","3.0","2.0"
"joanmD6111RN","","","","","","","",""
"Dragan K","","","","","","","",""
"Στέλιος Χ","","","","","","","",""
"YorkshireTinka","35-49","woman","Yorkshire","158.0","15","26.0","10.0","14.0"
"550orita","","","","","","","",""
"BravoNZ","","","","","","","",""
"bsahlan","","","","","","","",""
"Margaret A","","","","","","","",""
"FritzD_dingen","","","","","","","",""
"GeneP788","","","","","","","",""
"SIXOCLOCKTICKET","50-64","man","Bentley, United Kingdom","123.0","111","38.0","6.0","0.0"
"ioakou","","","","","","","",""
"BRONIUS S","","","","","","","",""
"me550","","","","","","","",""
"Pipinouli","","","","","","","",""
"Myahpyah","","","La Crosse, Wisconsin","12.0","13","1.0","0.0","0.0"
"marinosp291","","","","","","","",""
"Sofia Z","","","Matthews, North Carolina","12.0","0","0.0","2.0","0.0"
"Avrum R","","","","","","","",""
"Louise M","","","","","","","",""
"sepilok","","","","","","","",""
"ralizam","","","","","","","",""
"Alon K","","","","","","","",""
"SophieAnt","","","","","","","",""
"DAL504","35-49","man","Seattle, Washington","77.0","181","36.0","1.0","0.0"
"elocin52","","","","","","","",""
"ShiraBet","","","","","","","",""
"Ellen O","","","","","","","",""
"Bianka B","","","","3.0","0","0.0","0.0","1.0"
"PortsOfCall99","","man","San Diego, California","78.0","36","13.0","1.0","2.0"
"Tourist61496894740","","","","","","","",""
"Jemima M","","","","","","","",""
"Roger C","","","","","","","",""
"Traveler26328931193","","","","","","","",""
"MePerson1","","","Athens, Greece","8.0","16","0.0","0.0","1.0"
"Stoempator","","","Brussels, Belgium","","","","",""
"SFIKOURI","","","","","","","",""
"annamkk","","","","6.0","0","0.0","0.0","0.0"
"Lindsay S","","","","","","","",""
"Corinne F","","","Chania Town, Greece","3.0","0","0.0","0.0","0.0"
"pfafoutis","","","Athens, Greece","9.0","4","1.0","2.0","0.0"
"Stelios A","","","","11.0","2","1.0","2.0","0.0"
"dominotrix","","","","","","","",""
"gregcotter2017","","","Basel, Switzerland","5.0","0","0.0","0.0","0.0"
"CPhilippou1961","","","Limassol City, Cyprus","2.0","0","1.0","0.0","0.0"
"IamZozo","","man","Tel Aviv, Israel","192.0","189","37.0","5.0","1.0"
"Navigator57379258448","","","Yokneam Illit, Israel","","","","",""
"Clou_12","25-34","woman","Vienna, Austria","4.0","11","1.0","1.0","0.0"
"Yossi A","","","","5.0","0","0.0","1.0","1.0"
"tor2424","","","Crowborough, United Kingdom","78.0","27","6.0","0.0","1.0"
"jeanpaultremio","","","","3.0","1","0.0","0.0","0.0"
"lafelore","","man","Hamburg, Germany","10.0","9","2.0","3.0","3.0"
"namigf","","","Baku, Azerbaijan","","","","",""
"Judith T","","","London, United Kingdom","3.0","0","0.0","0.0","0.0"
"Stylianos S","","","London, United Kingdom","16.0","2","0.0","0.0","2.0"
"ronwss","","man","Rehovot, Israel","","","","",""
"judithcollet","","","Ghent, Belgium","8.0","10","0.0","1.0","1.0"
"ofercomay","","","Tel Aviv, Israel","2.0","0","1.0","0.0","0.0"
"Francesco10Totti","","","Rome, Italy","39.0","35","11.0","10.0","5.0"
"AroundTheWorld108","","","San Francisco Bay Area","3.0","3","2.0","1.0","1.0"
"ToujoursLaRoute","50-64","man","Iasi, Romania","242.0","384","202.0","32.0","16.0"
"elsvandevoorde","","","Vilvoorde, Belgium","","","","",""
"890sebastianp","","","","27.0","5","2.0","0.0","1.0"
"roula g","","","","3.0","1","0.0","0.0","0.0"
"YouthGuide","","woman","Berlin, Germany","7.0","1","0.0","0.0","0.0"
"Alessandra_alex","","","Barcelona, Spain","3.0","0","0.0","0.0","2.0"
"Kim B","50-64","woman","Sydney, Australia","24.0","7","0.0","0.0","0.0"
"markos196","","man","Vienna, Austria","4.0","0","0.0","0.0","1.0"
"Mira A","","","Jerusalem, Yerushalayim, Israel","18.0","3","0.0","0.0","0.0"
"Michael H","","man","Fort Worth, Texas","32.0","13","17.0","5.0","3.0"
"Scheweja","","","Minneapolis, Minnesota","20.0","6","3.0","1.0","0.0"
"DejanK52","","","Tara National Park, Serbia","7.0","3","0.0","1.0","0.0"
"simpleimon","35-49","man","london","35.0","28","5.0","2.0","0.0"
"Frumboll","35-49","man","Cape Town","13.0","0","1.0","0.0","0.0"
"dj171950","","","Amsterdam, The Netherlands","16.0","11","1.0","4.0","0.0"
"stevegI2660JZ","","","Fakenham, United Kingdom","72.0","15","4.0","0.0","0.0"
"candour","","","","20.0","15","3.0","2.0","2.0"
"Melissa R","","","Ames, Iowa","5.0","1","1.0","0.0","0.0"
"peterjX3465WA","","","Liverpool","6.0","7","0.0","0.0","0.0"
"stephanecosse","","","Paris, France","3.0","0","0.0","0.0","0.0"
"Donnamullen","","","","23.0","28","10.0","2.0","9.0"
"davidandmel","35-49","woman","Birmingham, United Kingdom","283.0","1,024","64.0","6.0","1.0"
"skaidou","","woman","Thessaloniki, Greece","3.0","0","0.0","0.0","0.0"
"rgvwes2n","","woman","Hereford, United Kingdom","92.0","20","3.0","2.0","0.0"
"assaphf","","","Kfar Saba, Israel","10.0","0","0.0","0.0","1.0"
"Georgia K","35-49","woman","Αθήνα, Ελλάδα","22.0","2","4.0","2.0","0.0"
"Diarase","","","Luxembourg City, Luxembourg","27.0","21","10.0","2.0","0.0"
"namikyarman","","","Besiktas, Turkey","9.0","0","0.0","0.0","0.0"
"trelawney5","","","Burscough, United Kingdom","8.0","17","5.0","1.0","0.0"
"Kelly78","35-49","woman","Burscough, United Kingdom","21.0","13","3.0","1.0","0.0"
"SERGIOLiege","","","LIEGE","","","","",""
"giu","35-49","woman","Bucharest, Romania","31.0","7","1.0","3.0","1.0"
"mm71593","","","Chicago, Illinois","","","","",""
"Haroonix","","","Moscow","","","","",""
"Xagiate","","","Alexandroupoli, Greece","","","","",""
"iRENENIS","35-49","woman","Athens, Greece","7.0","4","1.0","0.0","2.0"
"twirl86","","","","14.0","7","5.0","0.0","3.0"
"silly_sausage_3000","","","UK","101.0","36","38.0","41.0","37.0"
"rizas291","","","","","","","",""
"Per787","","","Esbjerg, Denmark","29.0","16","12.0","0.0","0.0"
"youineurope","","","","","","","",""
"jocelynsg","","","Milwaukee, Wisconsin","3.0","0","0.0","0.0","0.0"
"Pavlos K","35-49","man","Athens, Greece","53.0","26","17.0","7.0","10.0"
"Stef C","","woman","Dorking, United Kingdom","","","","",""
"Katya_Andreeva87","","woman","Sofia, Bulgaria","3.0","0","0.0","0.0","0.0"
"Emmanouil V","","","Volos, Greece","2.0","2","0.0","1.0","0.0"
"FredWalsh","","","Ballinamore, Ireland","12.0","0","1.0","0.0","0.0"
"Thownagh","","","Longford, Ireland","14.0","8","2.0","2.0","1.0"
"Carole H","50-64","woman","Warrington, United Kingdom","566.0","310","68.0","11.0","9.0"
"Thelma P","","","","32.0","25","6.0","0.0","0.0"
"derek b","","man","Nottingham, United Kingdom","5.0","0","0.0","0.0","0.0"
"AlexMasin","25-34","woman","Strumica, Republic of North Macedonia","2.0","1","0.0","0.0","0.0"
"mvour","","","","","","","",""
"Demetris E","","","","","","","",""
"kpambos","","","Larnaca, Cyprus","2.0","0","0.0","0.0","1.0"
"Panos K","","","Athens, Greece","8.0","0","0.0","1.0","0.0"
"Leonidas V","","","Athens, Greece","4.0","0","0.0","0.0","0.0"
"WBH001","","","Kings Langley, New South Wales, Australia","8.0","0","0.0","0.0","0.0"
"gvdw23","","","","","","","",""
"JeavonsB","","","","2.0","0","2.0","0.0","0.0"
"E6407ZWjohnc","","","Backwell, United Kingdom","5.0","1","0.0","0.0","0.0"
"Alexander V","","","","2.0","0","0.0","0.0","1.0"
"maja242","","","","","","","",""
"90yiannisf","","","","","","","",""
"lina v","","","greece","","","","",""
"Roving170026","","","","","","","",""
"damandac","","woman","Amman, Jordan","7.0","3","4.0","0.0","0.0"
"830elisa","","","","","","","",""
"aytunk2015","","","Istanbul, Turkey","12.0","0","1.0","0.0","0.0"
"jackie0911","35-49","woman","Bangkok, Thailand","14.0","31","5.0","3.0","1.0"
"bob_and_carole73","","man","Norfolk, United Kingdom","66.0","49","11.0","5.0","1.0"
"figo2017","","","","","","","",""
"roula m","35-49","woman","Nicosia, Cyprus","4.0","1","0.0","0.0","0.0"
"jaca-peca","","","Belgrade, Serbia","6.0","0","0.0","0.0","0.0"
"Chic_G0urmet","","","Milan, Italy","3.0","0","0.0","0.0","0.0"
"EmanuilK3","","","Sofia, Bulgaria","3.0","3","0.0","1.0","0.0"
"Ozzybozzyfizzydizzy","25-34","man","Kirklareli Province, Turkey","95.0","21","7.0","2.0","0.0"
"ginakoizimodestou","","","","7.0","0","0.0","0.0","0.0"
"mariannec503","","","Belgrade, Serbia","","","","",""
"AdrianRomania_2017","","man","Bucharest, Romania","","","","",""
"verbercktd","","","","52.0","81","37.0","4.0","6.0"
"etheod","35-49","man","Derendingen, Switzerland","30.0","4","3.0","1.0","0.0"
"Soner H","","","","8.0","1","1.0","0.0","0.0"
"Edo M","","","Buenos Aires, Argentina","2.0","0","0.0","0.0","1.0"
"Maritinchen","","","","6.0","2","0.0","1.0","1.0"
"milova","35-49","man","Belgrade, Serbia","24.0","0","1.0","2.0","0.0"
"konstantinosg337","","","","","","","",""
"jeremychiu","","","Crete, Greece","","","","",""
"Lazagapidis","","","Heraklion, Greece","16.0","10","2.0","0.0","0.0"
"apenev","25-34","man","Sofia, Bulgaria","22.0","4","1.0","3.0","1.0"
"milan_320","","","","7.0","0","0.0","0.0","0.0"
"benjithacker","","","London, United Kingdom","3.0","0","0.0","0.0","0.0"
"SecretAgent8andahalf","","woman","Walthamstow, United Kingdom","20.0","3","1.0","0.0","2.0"
"tnhr","","man","Kutaisi, Georgia","17.0","8","2.0","0.0","0.0"
"jmidis","","man","Toronto","15.0","10","2.0","0.0","0.0"
"trsolo","","","Miami, Florida","4.0","5","1.0","0.0","1.0"
"maria_dardanou","","","","","","","",""
"xandxandx","","","Cincinnati, Ohio","8.0","1","0.0","0.0","0.0"
"J-ssonPez","","","Gothenburg, Sweden","","","","",""
"MrsM-7","50-64","woman","Ilomantsi, Finland","36.0","20","18.0","14.0","5.0"
"cochriso","50-64","man","Athens, Greece","27.0","1","2.0","0.0","4.0"
"monica89mo","35-49","woman","Italy","9.0","22","6.0","4.0","1.0"
"tasty_couplegr","","man","Athens, Greece","10.0","2","3.0","0.0","0.0"
"Mirchevski","35-49","man","Skopje, Republic of North Macedonia","6.0","2","0.0","2.0","2.0"
"ETal","","man","Israel","18.0","25","8.0","1.0","1.0"
"Litsa_Ps","","","Nicosia, Cyprus","4.0","0","1.0","0.0","0.0"
"Titanium_13","","","UK","39.0","65","37.0","26.0","17.0"
"Thaleia C","","","","18.0","1","0.0","0.0","0.0"
"alest13","","","Αθήνα, Ελλάδα","","","","",""
"paulbenn","","","Liverpool, United Kingdom","4.0","2","5.0","2.0","0.0"
"Linos T","","","Sliema, Malta","13.0","4","1.0","0.0","2.0"
"Bury-Barrow","35-49","woman","Lancashire","37.0","6","2.0","0.0","1.0"
"Aggelos K","","","","","","","",""
"BookyourSailing","","","Athens, Greece","","","","",""
"eleniflou","","","","2.0","1","0.0","0.0","0.0"
"Theoni C","","","","","","","",""
"Eli_George_13","","","Athens, Greece","60.0","61","17.0","2.0","1.0"
"Revizor75","","","Paris, France","2.0","7","1.0","0.0","1.0"
"869georgiosa","","","Limassol, Cyprus","","","","",""
"David H","","","Athens, Greece","5.0","19","6.0","2.0","1.0"
"christianaBelgium","35-49","woman","belgium","11.0","2","2.0","0.0","2.0"
"f1j45584","","","Australia","3.0","0","0.0","1.0","1.0"
"eleftheria_bal","","","Athens, Greece","","","","",""
"sheri7171","","","Nicosia, Cyprus","","","","",""
"ornaa17","","","","4.0","1","0.0","0.0","0.0"
"mariannaper","25-34","woman","London, United Kingdom","6.0","3","2.0","0.0","0.0"
"itzik683","","","Tel Aviv, Israel","1.0","1","2.0","1.0","0.0"
"Steven H","","","","","","","",""
"theod_christina","","","Athens, Greece","","","","",""
"Naki_Belgrade","","","Belgrade, Serbia","3.0","0","0.0","0.0","0.0"
"orb341","","","Utrecht, The Netherlands","","","","",""
"Ece K","","","Istanbul, Turkey","6.0","6","3.0","0.0","0.0"
"Dimitris H","","","","","","","",""
"deea666","","man","Suceava, Romania","","","","",""
"AnastasiaNatassaK","25-34","woman","Limassol City, Cyprus","4.0","0","1.0","0.0","0.0"
"Tracey H","","","","","","","",""
"krisica","25-34","woman","Belgrade, Serbia","5.0","0","0.0","0.0","1.0"
"NadiaZ374","","","","","","","",""
"Fellicity","","","","4.0","0","0.0","0.0","0.0"
"Srđan B","35-49","man","Novi Sad, Serbia","69.0","25","11.0","2.0","2.0"
"Marija077","","woman","Belgrade, Serbia","16.0","17","5.0","2.0","0.0"
"643fayeg","From Filothei-Psychiko,","","Filothei-Psychiko, Greece","2.0","0","1.0","0.0","1.0"
"VASILIS M","","","","","","","",""
"enni0","","","Olgiate Olona, Italy","","","","",""
"Andri P","","","","","","","",""
"Lacrimosa D","","","Belgrade, Serbia","5.0","1","2.0","0.0","0.0"
"Rebecca5678","From Paris, Ile-de","","Paris, Ile-de-France, France","34.0","8","2.0","4.0","4.0"
"zarkoz945","","","Belgrade, Serbia","4.0","1","0.0","0.0","0.0"
"Theodor G","","man","Athens, Greece","10.0","1","1.0","1.0","3.0"
"Anastasios N","","","","","","","",""
"983janaf","","","Nis, Serbia","5.0","3","1.0","1.0","1.0"
"billyagra11","","","Thessaloniki, Greece","4.0","0","0.0","0.0","0.0"
"mikaellak","","","Lefkosia, Nicosia, Cyprus","5.0","0","0.0","1.0","0.0"
"Pauli_Roth","","","","","","","",""
"papdio77","","","","","","","",""
"dragans517","","","","","","","",""
"264kerriw","","","","","","","",""
"JackieC2121","","","Eastbourne, United Kingdom","30.0","5.0","0.0","0.0","0.0"
"Xenofon S","","","","","","","",""
"Oana P","","","","","","","",""
"Alexstorm","","","","","","","",""
"Pavlos_Del","","","","","","","",""
"miltosapostolidis","","","","","","","",""
"185svetlana","","","","","","","",""
"bgdd007","","","","","","","",""
"limorg37","","","","","","","",""
"Liviu S","","","","","","","",""
"Yakov s","","","","","","","",""
"r3vi3w3r","35-49","man","London","23.0","38.0","15.0","2.0","1.0"
"LucianBo","","","","","","","",""
"Isicio N","","","","","","","",""
"irinas226","","","","","","","",""
"florinpop22","","","","","","","",""
"GDPetrakis","","","","","","","",""
"Anda66","","","","","","","",""
"Clod230412","","","","","","","",""
"NJGBird","","","Scarborough, United Kingdom","","","","",""
"kratama","","","","","","","",""
"dkrinas","","","","","","","",""
"GAmana","","","","","","","",""
"taver","35-49","man","Athens, Greece","2.0","8.0","5.0","1.0","0.0"
"Sunseeker18","","","Leeds West Yorkshire England","","","","",""
"Millimad","","","","","","","",""
"L0ll0A","25-34","man","Fidenza, Italy","139.0","199.0","118.0","42.0","8.0"
"Judyjazo","50-64","woman","Israel","42.0","11.0","6.0","0.0","0.0"
"Turbonero","","","Los Angeles, California","28.0","65.0","8.0","1.0","2.0"
"globajetset","25-34","man","New York City, New York","25.0","70.0","40.0","15.0","3.0"
"janihenry","","","","","","","",""
"Trek627108","","","","","","","",""
"Ohad B","","","","","","","",""
"JackY886","","","","","","","",""
"Ronit30","","","","","","","",""
"Manuel_Porto","","","","","","","",""
"Alain C","","","Whipsnade, United Kingdom","35.0","84.0","20.0","3.0","0.0"
"Nirtessler","","","","","","","",""
"Naim E","","","","","","","",""
"YonaS133","","","","","","","",""
"MorIrene","","","Thessaloniki, Greece","24.0","4.0","0.0","0.0","0.0"
"NicolasAristodemou","","","","","","","",""
